OrderDetailID,OrderID,ProductID,Quantity,Discount
OD03121,O1008,P044,2,0
OD03122,O1008,P016,3,5
OD03123,O1009,P013,1,0
OD03124,O1009,P011,3,5
OD03125,O1010,P001,2,0
OD03126,O1011,P019,4,5
OD03127,O1011,P032,2,10
OD03128,O1012,P035,1,20
OD03129,O1012,P030,4,0
OD03130,O1013,P031,1,10
OD03131,O1013,P029,1,0
OD03132,O1014,P047,4,20
OD03133,O1014,P024,3,20
OD03134,O1014,P049,4,0
OD03135,O1015,P004,1,20
OD03136,O1015,P001,2,10
OD03137,O1015,P012,1,20
OD03138,O1015,P027,2,10
OD03139,O1015,P038,1,15
OD03140,O1016,P038,1,5
OD03141,O1017,P023,5,0
OD03142,O1017,P038,5,5
OD03143,O1017,P017,3,10
OD03144,O1018,P042,5,20
OD03145,O1018,P035,5,20
OD03146,O1018,P040,5,20
OD03147,O1019,P043,3,20
OD03148,O1019,P038,2,0
OD03149,O1020,P030,2,10
OD03150,O1020,P019,3,20
OD03151,O1020,P031,1,5
OD03152,O1020,P011,5,20
OD03153,O1020,P025,2,0
OD03154,O1021,P038,2,10
OD03155,O1021,P019,2,15
OD03156,O1022,P004,2,15
OD03157,O1023,P035,4,20
OD03158,O1024,P040,3,5
OD03159,O1024,P041,3,10
OD03160,O1024,P043,3,0
OD03161,O1025,P038,2,10
OD03162,O1026,P009,4,10
OD03163,O1026,P012,5,5
OD03164,O1026,P003,3,15
OD03165,O1026,P047,3,10
OD03166,O1027,P001,2,10
OD03167,O1027,P045,3,10
OD03168,O1027,P030,5,0
OD03169,O1027,P046,4,0
OD03170,O1028,P026,4,10
OD03171,O1028,P039,1,0
OD03172,O1028,P002,3,15
OD03173,O1028,P015,3,15
OD03174,O1029,P037,1,15
OD03175,O1029,P014,1,10
OD03176,O1030,P040,5,10
OD03177,O1031,P017,3,0
OD03178,O1032,P042,4,5
OD03179,O1033,P018,2,15
OD03180,O1033,P032,1,20
OD03181,O1033,P027,3,0
OD03182,O1033,P004,2,10
OD03183,O1033,P021,5,20
OD03184,O1034,P046,3,20
OD03185,O1035,P019,1,0
OD03186,O1035,P023,3,10
OD03187,O1035,P011,3,5
OD03188,O1035,P007,5,15
OD03189,O1036,P033,5,20
OD03190,O1037,P007,1,15
OD03191,O1038,P002,4,10
OD03192,O1038,P008,4,10
OD03193,O1038,P019,1,10
OD03194,O1038,P028,3,15
OD03195,O1039,P028,4,5
OD03196,O1039,P002,2,20
OD03197,O1040,P032,1,10
OD03198,O1040,P042,3,20
OD03199,O1040,P018,3,20
OD03200,O1040,P026,1,0
OD03201,O1040,P021,4,20
OD03202,O1041,P009,1,0
OD03203,O1041,P014,2,10
OD03204,O1041,P027,2,0
OD03205,O1041,P043,4,5
OD03206,O1041,P030,4,15
OD03207,O1042,P036,2,20
OD03208,O1042,P009,2,10
OD03209,O1043,P033,5,15
OD03210,O1044,P033,5,20
OD03211,O1044,P041,3,20
OD03212,O1045,P015,4,10
OD03213,O1045,P038,4,10
OD03214,O1045,P039,2,5
OD03215,O1045,P046,5,10
OD03216,O1045,P040,4,0
OD03217,O1046,P045,1,0
OD03218,O1046,P050,3,15
OD03219,O1046,P042,1,5
OD03220,O1047,P033,5,10
OD03221,O1047,P026,3,20
OD03222,O1047,P039,3,15
OD03223,O1047,P013,4,15
OD03224,O1048,P008,4,10
OD03225,O1049,P019,2,20
OD03226,O1049,P021,4,20
OD03227,O1049,P007,1,0
OD03228,O1050,P022,4,5
OD03229,O1050,P002,3,10
OD03230,O1050,P045,3,10
OD03231,O1050,P014,1,20
OD03232,O1051,P038,3,5
OD03233,O1051,P023,3,0
OD03234,O1051,P050,5,5
OD03235,O1051,P031,5,5
OD03236,O1052,P036,4,20
OD03237,O1052,P034,3,0
OD03238,O1052,P047,3,10
OD03239,O1052,P024,1,0
OD03240,O1052,P016,5,10
OD03241,O1053,P047,5,0
OD03242,O1054,P040,2,20
OD03243,O1055,P046,3,20
OD03244,O1055,P026,5,20
OD03245,O1055,P038,5,5
OD03246,O1055,P022,2,0
OD03247,O1055,P049,3,20
OD03248,O1056,P046,2,10
OD03249,O1057,P024,4,0
OD03250,O1058,P027,3,0
OD03251,O1058,P005,1,15
OD03252,O1058,P036,3,15
OD03253,O1058,P009,2,10
OD03254,O1059,P019,5,5
OD03255,O1059,P018,1,0
OD03256,O1059,P027,3,10
OD03257,O1060,P026,4,10
OD03258,O1060,P047,4,10
OD03259,O1060,P048,2,0
OD03260,O1060,P046,5,20
OD03261,O1061,P028,3,10
OD03262,O1061,P032,2,0
OD03263,O1062,P023,1,10
OD03264,O1062,P004,5,15
OD03265,O1062,P047,3,5
OD03266,O1062,P020,4,20
OD03267,O1063,P003,4,0
OD03268,O1063,P045,5,0
OD03269,O1063,P007,5,10
OD03270,O1064,P037,1,5
OD03271,O1064,P004,4,15
OD03272,O1064,P021,3,5
OD03273,O1064,P048,4,20
OD03274,O1065,P018,1,15
OD03275,O1065,P027,4,20
OD03276,O1065,P048,1,20
OD03277,O1066,P038,2,10
OD03278,O1066,P034,5,0
OD03279,O1066,P026,4,10
OD03280,O1067,P044,4,10
OD03281,O1067,P037,5,10
OD03282,O1067,P015,3,20
OD03283,O1067,P047,4,20
OD03284,O1068,P036,1,0
OD03285,O1068,P043,3,15
OD03286,O1068,P042,1,0
OD03287,O1069,P008,2,20
OD03288,O1069,P007,3,5
OD03289,O1069,P024,2,0
OD03290,O1069,P016,2,15
OD03291,O1069,P040,4,15
OD03292,O1070,P043,5,10
OD03293,O1070,P016,2,5
OD03294,O1070,P015,1,15
OD03295,O1070,P023,5,15
OD03296,O1070,P045,4,10
OD03297,O1071,P007,3,15
OD03298,O1071,P040,2,5
OD03299,O1071,P013,1,20
OD03300,O1071,P034,2,10
OD03301,O1071,P014,2,15
OD03302,O1072,P008,2,20
OD03303,O1072,P026,2,5
OD03304,O1072,P041,3,0
OD03305,O1072,P022,3,0
OD03306,O1073,P042,1,10
OD03307,O1074,P050,1,20
OD03308,O1074,P045,3,20
OD03309,O1075,P009,3,10
OD03310,O1075,P022,5,0
OD03311,O1075,P036,4,20
OD03312,O1075,P025,4,10
OD03313,O1076,P039,1,5
OD03314,O1076,P032,1,10
OD03315,O1076,P041,2,0
OD03316,O1076,P038,3,15
OD03317,O1077,P041,3,5
OD03318,O1077,P022,2,20
OD03319,O1077,P037,5,10
OD03320,O1078,P018,3,10
OD03321,O1078,P050,1,20
OD03322,O1078,P006,1,0
OD03323,O1079,P017,1,5
OD03324,O1079,P024,1,15
OD03325,O1079,P047,1,15
OD03326,O1080,P023,5,20
OD03327,O1080,P042,2,10
OD03328,O1080,P001,5,0
OD03329,O1080,P044,3,0
OD03330,O1080,P002,2,5
OD03331,O1081,P041,4,20
OD03332,O1082,P012,1,10
OD03333,O1082,P033,3,5
OD03334,O1083,P020,1,10
OD03335,O1083,P019,4,10
OD03336,O1083,P041,4,10
OD03337,O1083,P050,1,10
OD03338,O1083,P025,5,5
OD03339,O1084,P049,1,10
OD03340,O1084,P037,3,20
OD03341,O1084,P009,4,15
OD03342,O1084,P039,1,10
OD03343,O1085,P019,3,10
OD03344,O1086,P022,1,10
OD03345,O1086,P005,1,10
OD03346,O1086,P049,3,0
OD03347,O1086,P035,4,5
OD03348,O1087,P040,2,0
OD03349,O1087,P031,2,20
OD03350,O1087,P017,4,20
OD03351,O1088,P044,2,10
OD03352,O1089,P035,2,5
OD03353,O1089,P019,5,0
OD03354,O1089,P021,4,15
OD03355,O1089,P008,4,10
OD03356,O1090,P043,5,15
OD03357,O1090,P014,4,15
OD03358,O1090,P037,5,20
OD03359,O1090,P044,5,10
OD03360,O1090,P011,1,15
OD03361,O1091,P039,2,5
OD03362,O1092,P002,1,5
OD03363,O1093,P031,3,20
OD03364,O1093,P018,2,10
OD03365,O1093,P034,4,15
OD03366,O1093,P042,2,10
OD03367,O1094,P026,4,20
OD03368,O1094,P025,3,5
OD03369,O1095,P034,3,0
OD03370,O1095,P029,3,20
OD03371,O1095,P006,3,5
OD03372,O1095,P035,5,20
OD03373,O1095,P038,2,5
OD03374,O1096,P040,5,5
OD03375,O1096,P016,1,20
OD03376,O1096,P001,2,20
OD03377,O1096,P019,1,0
OD03378,O1096,P047,5,5
OD03379,O1097,P048,3,0
OD03380,O1097,P049,1,15
OD03381,O1098,P027,4,5
OD03382,O1099,P029,3,15
OD03383,O1099,P033,4,0
OD03384,O1099,P015,3,10
OD03385,O1099,P020,3,15
OD03386,O1100,P007,2,10
OD03387,O1100,P010,3,20
OD03388,O1100,P011,2,10
OD03389,O1100,P013,1,10
OD03390,O1101,P031,5,5
OD03391,O1101,P038,5,20
OD03392,O1102,P045,4,20
OD03393,O1102,P008,2,20
OD03394,O1103,P036,3,0
OD03395,O1103,P023,3,10
OD03396,O1103,P034,4,15
OD03397,O1104,P041,3,0
OD03398,O1104,P026,5,20
OD03399,O1104,P043,5,20
OD03400,O1104,P009,3,10
OD03401,O1104,P015,5,5
OD03402,O1105,P019,1,20
OD03403,O1105,P003,3,10
OD03404,O1105,P026,2,15
OD03405,O1105,P048,2,15
OD03406,O1105,P038,3,5
OD03407,O1106,P025,5,10
OD03408,O1106,P036,5,10
OD03409,O1107,P044,3,5
OD03410,O1107,P034,2,0
OD03411,O1108,P041,3,20
OD03412,O1109,P026,5,15
OD03413,O1109,P025,5,10
OD03414,O1109,P022,2,0
OD03415,O1109,P028,5,5
OD03416,O1110,P008,4,20
OD03417,O1110,P005,1,10
OD03418,O1111,P020,1,10
OD03419,O1111,P018,4,5
OD03420,O1111,P003,5,20
OD03421,O1111,P032,5,15
OD03422,O1112,P005,2,0
OD03423,O1112,P026,5,10
OD03424,O1112,P010,1,20
OD03425,O1112,P049,2,20
OD03426,O1112,P032,1,15
OD03427,O1113,P003,1,10
OD03428,O1114,P028,2,20
OD03429,O1115,P015,3,20
OD03430,O1115,P018,4,5
OD03431,O1115,P046,2,20
OD03432,O1115,P039,2,10
OD03433,O1115,P005,5,20
OD03434,O1116,P012,2,15
OD03435,O1117,P001,3,15
OD03436,O1117,P016,4,5
OD03437,O1117,P030,5,10
OD03438,O1117,P026,5,15
OD03439,O1118,P050,5,10
OD03440,O1118,P034,1,10
OD03441,O1118,P044,1,5
OD03442,O1118,P036,1,0
OD03443,O1119,P009,5,15
OD03444,O1119,P048,5,5
OD03445,O1119,P027,4,0
OD03446,O1119,P010,1,10
OD03447,O1119,P025,1,15
OD03448,O1120,P045,4,10
OD03449,O1121,P016,3,10
OD03450,O1121,P030,4,10
OD03451,O1121,P048,1,10
OD03452,O1121,P001,1,10
OD03453,O1122,P031,1,20
OD03454,O1122,P013,4,15
OD03455,O1122,P008,4,15
OD03456,O1122,P049,4,5
OD03457,O1123,P007,2,10
OD03458,O1123,P021,1,5
OD03459,O1123,P016,3,10
OD03460,O1123,P036,3,5
OD03461,O1124,P021,5,5
OD03462,O1124,P011,3,15
OD03463,O1124,P034,5,15
OD03464,O1125,P050,1,5
OD03465,O1126,P034,5,0
OD03466,O1126,P017,2,15
OD03467,O1127,P027,3,0
OD03468,O1127,P006,2,15
OD03469,O1127,P001,2,20
OD03470,O1128,P013,3,20
OD03471,O1128,P009,3,5
OD03472,O1128,P041,2,20
OD03473,O1129,P008,4,10
OD03474,O1129,P041,3,15
OD03475,O1129,P023,4,15
OD03476,O1129,P042,5,10
OD03477,O1130,P035,3,20
OD03478,O1130,P050,4,20
OD03479,O1130,P005,5,20
OD03480,O1130,P040,5,5
OD03481,O1130,P019,3,20
OD03482,O1131,P043,5,20
OD03483,O1132,P047,2,10
OD03484,O1132,P023,5,5
OD03485,O1133,P020,3,5
OD03486,O1133,P015,5,0
OD03487,O1133,P028,1,10
OD03488,O1134,P031,4,5
OD03489,O1134,P035,3,5
OD03490,O1134,P009,4,20
OD03491,O1134,P050,5,15
OD03492,O1134,P042,4,15
OD03493,O1135,P017,3,0
OD03494,O1135,P028,5,5
OD03495,O1135,P027,4,0
OD03496,O1135,P039,1,5
OD03497,O1135,P007,2,10
OD03498,O1136,P018,3,20
OD03499,O1137,P041,3,15
OD03500,O1137,P015,5,15
OD03501,O1137,P011,2,15
OD03502,O1138,P037,3,15
OD03503,O1138,P033,3,0
OD03504,O1138,P013,4,20
OD03505,O1139,P049,1,0
OD03506,O1140,P014,4,10
OD03507,O1140,P027,1,0
OD03508,O1140,P046,2,20
OD03509,O1140,P050,1,20
OD03510,O1140,P035,4,15
OD03511,O1141,P009,2,15
OD03512,O1141,P041,2,20
OD03513,O1141,P025,3,10
OD03514,O1141,P036,1,5
OD03515,O1142,P031,1,15
OD03516,O1143,P018,5,0
OD03517,O1144,P011,1,10
OD03518,O1145,P028,4,10
OD03519,O1145,P016,3,0
OD03520,O1145,P018,3,20
OD03521,O1145,P048,4,15
OD03522,O1146,P008,1,0
OD03523,O1146,P019,5,20
OD03524,O1146,P033,5,15
OD03525,O1147,P004,1,5
OD03526,O1147,P014,1,0
OD03527,O1147,P005,5,20
OD03528,O1147,P046,3,5
OD03529,O1147,P013,2,5
OD03530,O1148,P031,2,10
OD03531,O1148,P046,4,0
OD03532,O1149,P004,1,10
OD03533,O1149,P039,2,15
OD03534,O1150,P042,1,5
OD03535,O1150,P038,4,15
OD03536,O1151,P006,5,5
OD03537,O1152,P018,5,10
OD03538,O1152,P004,4,0
OD03539,O1152,P034,5,20
OD03540,O1152,P008,3,0
OD03541,O1153,P027,2,15
OD03542,O1154,P044,1,20
OD03543,O1155,P001,3,0
OD03544,O1155,P004,2,20
OD03545,O1155,P045,5,15
OD03546,O1156,P011,2,15
OD03547,O1156,P041,2,5
OD03548,O1157,P038,1,20
OD03549,O1157,P034,4,5
OD03550,O1158,P040,1,20
OD03551,O1159,P036,3,15
OD03552,O1159,P048,1,0
OD03553,O1159,P028,3,5
OD03554,O1160,P027,2,15
OD03555,O1160,P037,1,0
OD03556,O1160,P018,3,0
OD03557,O1160,P015,5,0
OD03558,O1160,P006,1,15
OD03559,O1161,P018,3,0
OD03560,O1161,P006,4,20
OD03561,O1161,P007,3,5
OD03562,O1161,P036,2,5
OD03563,O1161,P049,4,0
OD03564,O1162,P049,4,20
OD03565,O1163,P013,2,20
OD03566,O1163,P017,2,0
OD03567,O1163,P014,1,10
OD03568,O1164,P022,5,20
OD03569,O1165,P037,4,10
OD03570,O1165,P005,1,15
OD03571,O1165,P036,3,10
OD03572,O1165,P031,5,10
OD03573,O1165,P038,3,5
OD03574,O1166,P026,5,15
OD03575,O1167,P011,3,15
OD03576,O1167,P010,1,0
OD03577,O1167,P017,4,5
OD03578,O1167,P031,2,15
OD03579,O1167,P016,2,5
OD03580,O1168,P018,5,15
OD03581,O1168,P037,5,15
OD03582,O1168,P008,4,0
OD03583,O1169,P003,4,0
OD03584,O1169,P046,3,10
OD03585,O1169,P033,3,5
OD03586,O1170,P047,2,5
OD03587,O1170,P003,1,20
OD03588,O1171,P039,3,10
OD03589,O1172,P016,4,15
OD03590,O1173,P041,5,0
OD03591,O1173,P042,2,0
OD03592,O1173,P046,4,10
OD03593,O1174,P041,4,5
OD03594,O1174,P021,5,20
OD03595,O1174,P025,2,15
OD03596,O1174,P004,3,10
OD03597,O1175,P019,5,20
OD03598,O1176,P040,3,10
OD03599,O1176,P047,4,15
OD03600,O1176,P022,3,20
OD03601,O1176,P019,3,5
OD03602,O1176,P050,2,15
OD03603,O1177,P006,1,10
OD03604,O1177,P022,1,15
OD03605,O1177,P048,2,0
OD03606,O1177,P026,1,5
OD03607,O1178,P049,2,5
OD03608,O1178,P016,4,20
OD03609,O1178,P023,1,0
OD03610,O1179,P003,4,20
OD03611,O1179,P031,5,0
OD03612,O1180,P005,2,20
OD03613,O1181,P040,1,0
OD03614,O1181,P045,3,0
OD03615,O1181,P033,4,10
OD03616,O1182,P046,5,10
OD03617,O1182,P045,3,20
OD03618,O1182,P002,5,5
OD03619,O1182,P044,4,15
OD03620,O1183,P028,5,15
OD03621,O1183,P013,4,10
OD03622,O1183,P046,1,20
OD03623,O1183,P044,5,10
OD03624,O1183,P047,4,10
OD03625,O1184,P046,1,15
OD03626,O1184,P010,5,5
OD03627,O1185,P029,1,15
OD03628,O1185,P021,5,5
OD03629,O1186,P029,1,20
OD03630,O1187,P013,5,0
OD03631,O1187,P036,3,5
OD03632,O1188,P025,5,15
OD03633,O1188,P038,3,10
OD03634,O1188,P031,2,0
OD03635,O1188,P009,4,0
OD03636,O1189,P004,3,0
OD03637,O1189,P022,5,5
OD03638,O1189,P042,4,0
OD03639,O1189,P012,4,20
OD03640,O1189,P008,1,15
OD03641,O1190,P010,3,20
OD03642,O1190,P028,3,5
OD03643,O1191,P032,4,20
OD03644,O1191,P021,3,10
OD03645,O1191,P017,4,5
OD03646,O1191,P038,4,15
OD03647,O1191,P031,2,0
OD03648,O1192,P023,4,5
OD03649,O1192,P006,4,15
OD03650,O1192,P033,5,15
OD03651,O1192,P015,2,20
OD03652,O1192,P048,5,20
OD03653,O1193,P038,5,20
OD03654,O1193,P024,4,10
OD03655,O1193,P049,1,20
OD03656,O1194,P025,2,15
OD03657,O1194,P028,5,20
OD03658,O1195,P026,2,10
OD03659,O1195,P049,4,0
OD03660,O1195,P010,5,0
OD03661,O1195,P014,2,10
OD03662,O1196,P045,2,15
OD03663,O1196,P028,3,15
OD03664,O1196,P035,3,10
OD03665,O1196,P021,1,0
OD03666,O1197,P048,5,0
OD03667,O1197,P023,4,5
OD03668,O1197,P050,2,0
OD03669,O1197,P014,1,15
OD03670,O1198,P010,2,20
OD03671,O1198,P002,4,10
OD03672,O1198,P023,3,0
OD03673,O1198,P034,5,20
OD03674,O1199,P037,3,0
OD03675,O1200,P047,5,15
OD03676,O1200,P030,5,20
OD03677,O1201,P043,2,20
OD03678,O1201,P009,5,0
OD03679,O1202,P031,5,10
OD03680,O1202,P017,5,20
OD03681,O1202,P029,2,10
OD03682,O1202,P018,5,10
OD03683,O1202,P005,2,20
OD03684,O1203,P023,2,10
OD03685,O1204,P002,4,10
OD03686,O1204,P033,4,15
OD03687,O1204,P009,4,15
OD03688,O1204,P044,4,10
OD03689,O1204,P023,5,15
OD03690,O1205,P008,1,5
OD03691,O1205,P006,5,20
OD03692,O1205,P025,4,15
OD03693,O1206,P048,4,10
OD03694,O1206,P007,2,0
OD03695,O1207,P003,1,15
OD03696,O1207,P017,3,0
OD03697,O1207,P001,3,10
OD03698,O1208,P035,2,5
OD03699,O1208,P043,5,5
OD03700,O1208,P006,5,20
OD03701,O1208,P040,1,0
OD03702,O1209,P018,1,0
OD03703,O1209,P012,3,20
OD03704,O1209,P026,5,15
OD03705,O1210,P024,4,20
OD03706,O1210,P043,5,0
OD03707,O1210,P044,2,0
OD03708,O1211,P048,1,5
OD03709,O1212,P016,2,5
OD03710,O1212,P039,5,20
OD03711,O1212,P030,4,20
OD03712,O1212,P042,3,5
OD03713,O1213,P042,3,10
OD03714,O1213,P006,3,20
OD03715,O1213,P020,1,0
OD03716,O1213,P029,5,5
OD03717,O1214,P009,5,15
OD03718,O1214,P039,2,0
OD03719,O1214,P011,1,5
OD03720,O1215,P025,1,5
OD03721,O1215,P034,5,15
OD03722,O1216,P008,2,5
OD03723,O1216,P046,5,5
OD03724,O1216,P012,3,10
OD03725,O1216,P011,2,15
OD03726,O1217,P002,1,20
OD03727,O1217,P030,1,10
OD03728,O1217,P035,4,10
OD03729,O1217,P049,2,10
OD03730,O1218,P050,3,10
OD03731,O1218,P018,4,5
OD03732,O1218,P019,1,20
OD03733,O1218,P028,1,0
OD03734,O1219,P015,2,0
OD03735,O1219,P013,5,0
OD03736,O1219,P020,3,10
OD03737,O1219,P026,1,5
OD03738,O1219,P018,3,15
OD03739,O1220,P048,5,0
OD03740,O1220,P027,1,0
OD03741,O1220,P007,3,20
OD03742,O1220,P036,4,20
OD03743,O1220,P020,3,15
OD03744,O1221,P005,3,10
OD03745,O1221,P036,2,10
OD03746,O1222,P031,4,10
OD03747,O1222,P038,2,0
OD03748,O1222,P037,4,15
OD03749,O1223,P020,1,0
OD03750,O1224,P016,1,20
OD03751,O1225,P033,5,5
OD03752,O1226,P046,1,5
OD03753,O1227,P009,4,0
OD03754,O1227,P048,1,10
OD03755,O1227,P015,4,0
OD03756,O1227,P046,3,20
OD03757,O1227,P018,3,10
OD03758,O1228,P025,4,5
OD03759,O1228,P031,4,10
OD03760,O1228,P003,2,20
OD03761,O1228,P020,5,15
OD03762,O1229,P014,2,20
OD03763,O1229,P020,5,10
OD03764,O1229,P047,1,5
OD03765,O1229,P011,4,0
OD03766,O1229,P040,4,20
OD03767,O1230,P028,1,15
OD03768,O1230,P038,2,0
OD03769,O1230,P022,1,10
OD03770,O1230,P023,1,0
OD03771,O1230,P034,4,20
OD03772,O1231,P001,3,15
OD03773,O1231,P040,1,10
OD03774,O1231,P026,5,5
OD03775,O1231,P006,1,20
OD03776,O1232,P045,1,15
OD03777,O1232,P034,5,15
OD03778,O1232,P028,3,5
OD03779,O1232,P007,5,5
OD03780,O1233,P043,1,15
OD03781,O1233,P050,2,5
OD03782,O1234,P045,1,0
OD03783,O1234,P031,1,5
OD03784,O1235,P006,1,20
OD03785,O1235,P031,1,15
OD03786,O1235,P024,5,15
OD03787,O1235,P022,4,20
OD03788,O1236,P022,1,5
OD03789,O1236,P019,2,5
OD03790,O1236,P029,5,20
OD03791,O1237,P031,1,20
OD03792,O1237,P021,5,0
OD03793,O1237,P039,4,10
OD03794,O1238,P009,5,20
OD03795,O1238,P019,5,5
OD03796,O1238,P044,3,20
OD03797,O1238,P047,1,5
OD03798,O1239,P030,2,15
OD03799,O1239,P037,1,20
OD03800,O1240,P003,1,5
OD03801,O1240,P035,3,0
OD03802,O1240,P007,3,10
OD03803,O1241,P026,5,20
OD03804,O1241,P012,1,20
OD03805,O1241,P008,5,15
OD03806,O1241,P019,4,5
OD03807,O1242,P001,4,15
OD03808,O1242,P049,2,0
OD03809,O1243,P034,5,0
OD03810,O1243,P041,4,15
OD03811,O1243,P048,1,0
OD03812,O1243,P025,4,5
OD03813,O1244,P037,1,5
OD03814,O1244,P010,3,20
OD03815,O1244,P035,5,5
OD03816,O1244,P001,1,5
OD03817,O1244,P023,3,20
OD03818,O1245,P026,4,5
OD03819,O1246,P009,4,15
OD03820,O1246,P006,5,5
OD03821,O1246,P045,3,0
OD03822,O1246,P046,5,0
OD03823,O1247,P011,1,20
OD03824,O1247,P003,3,5
OD03825,O1247,P045,5,20
OD03826,O1247,P047,2,20
OD03827,O1248,P007,3,15
OD03828,O1248,P047,4,20
OD03829,O1249,P027,3,10
OD03830,O1249,P041,3,10
OD03831,O1250,P044,3,5
OD03832,O1250,P030,2,15
OD03833,O1250,P042,4,0
OD03834,O1251,P034,4,15
OD03835,O1251,P031,4,0
OD03836,O1251,P042,1,5
OD03837,O1251,P021,1,5
OD03838,O1252,P049,3,5
OD03839,O1252,P011,5,10
OD03840,O1252,P004,5,20
OD03841,O1252,P039,4,0
OD03842,O1253,P007,4,20
OD03843,O1253,P044,1,10
OD03844,O1254,P044,4,15
OD03845,O1254,P011,1,20
OD03846,O1255,P037,2,10
OD03847,O1255,P046,4,10
OD03848,O1255,P026,4,5
OD03849,O1255,P013,1,10
OD03850,O1255,P025,4,15
OD03851,O1256,P026,3,20
OD03852,O1256,P040,5,15
OD03853,O1257,P046,3,0
OD03854,O1257,P021,1,15
OD03855,O1257,P028,5,20
OD03856,O1257,P023,5,5
OD03857,O1258,P050,2,15
OD03858,O1258,P015,2,5
OD03859,O1258,P045,4,15
OD03860,O1258,P043,2,20
OD03861,O1259,P017,2,15
OD03862,O1259,P010,4,20
OD03863,O1260,P035,3,5
OD03864,O1260,P014,4,0
OD03865,O1260,P050,4,5
OD03866,O1261,P013,4,10
OD03867,O1261,P020,3,0
OD03868,O1261,P016,3,10
OD03869,O1261,P017,5,10
OD03870,O1261,P038,2,20
OD03871,O1262,P039,4,20
OD03872,O1263,P038,5,5
OD03873,O1263,P022,1,10
OD03874,O1263,P032,2,5
OD03875,O1263,P045,2,0
OD03876,O1264,P033,4,5
OD03877,O1264,P018,2,5
OD03878,O1264,P007,4,15
OD03879,O1264,P046,2,20
OD03880,O1264,P008,4,0
OD03881,O1265,P046,1,0
OD03882,O1265,P049,4,5
OD03883,O1265,P041,1,5
OD03884,O1265,P012,2,15
OD03885,O1265,P021,2,5
OD03886,O1266,P011,2,20
OD03887,O1267,P037,1,5
OD03888,O1267,P046,3,0
OD03889,O1268,P037,3,20
OD03890,O1268,P048,1,10
OD03891,O1269,P038,2,20
OD03892,O1270,P043,4,5
OD03893,O1270,P031,2,10
OD03894,O1270,P049,3,20
OD03895,O1271,P008,3,15
OD03896,O1271,P037,2,0
OD03897,O1272,P049,4,5
OD03898,O1272,P017,2,15
OD03899,O1272,P032,1,15
OD03900,O1272,P037,4,20
OD03901,O1273,P038,1,0
OD03902,O1273,P018,4,10
OD03903,O1274,P010,1,20
OD03904,O1274,P046,4,0
OD03905,O1274,P023,3,0
OD03906,O1275,P029,1,20
OD03907,O1275,P039,4,20
OD03908,O1275,P020,5,20
OD03909,O1275,P043,1,10
OD03910,O1276,P037,4,15
OD03911,O1276,P012,2,10
OD03912,O1276,P020,1,15
OD03913,O1276,P029,4,15
OD03914,O1277,P028,2,10
OD03915,O1277,P026,2,5
OD03916,O1277,P003,3,10
OD03917,O1277,P020,2,10
OD03918,O1277,P022,5,15
OD03919,O1278,P004,3,5
OD03920,O1278,P045,2,15
OD03921,O1278,P012,1,0
OD03922,O1279,P042,5,20
OD03923,O1279,P003,4,15
OD03924,O1280,P008,4,5
OD03925,O1280,P025,1,15
OD03926,O1280,P019,4,15
OD03927,O1280,P040,1,15
OD03928,O1280,P005,4,20
OD03929,O1281,P016,3,15
OD03930,O1281,P008,5,15
OD03931,O1281,P002,3,0
OD03932,O1282,P038,2,5
OD03933,O1282,P030,1,10
OD03934,O1282,P019,3,10
OD03935,O1282,P045,1,10
OD03936,O1282,P041,1,20
OD03937,O1283,P024,3,5
OD03938,O1283,P008,2,10
OD03939,O1284,P003,4,15
OD03940,O1284,P009,3,15
OD03941,O1284,P047,2,15
OD03942,O1284,P017,2,20
OD03943,O1284,P018,2,15
OD03944,O1285,P040,1,0
OD03945,O1285,P003,1,10
OD03946,O1285,P014,1,15
OD03947,O1285,P015,1,10
OD03948,O1285,P033,3,15
OD03949,O1286,P013,1,20
OD03950,O1287,P019,2,15
OD03951,O1287,P015,1,20
OD03952,O1287,P018,4,15
OD03953,O1287,P034,4,0
OD03954,O1287,P001,1,5
OD03955,O1288,P022,5,20
OD03956,O1288,P030,1,10
OD03957,O1288,P039,5,10
OD03958,O1289,P013,2,0
OD03959,O1289,P047,1,20
OD03960,O1289,P026,3,20
OD03961,O1290,P030,4,20
OD03962,O1290,P037,1,0
OD03963,O1290,P019,4,15
OD03964,O1290,P004,2,15
OD03965,O1291,P041,4,5
OD03966,O1291,P042,1,5
OD03967,O1292,P008,2,5
OD03968,O1293,P045,4,10
OD03969,O1293,P010,3,15
OD03970,O1294,P019,1,10
OD03971,O1294,P003,2,5
OD03972,O1294,P044,4,0
OD03973,O1294,P007,2,0
OD03974,O1295,P041,5,0
OD03975,O1295,P010,5,20
OD03976,O1295,P016,2,20
OD03977,O1296,P001,2,0
OD03978,O1296,P044,4,20
OD03979,O1296,P025,2,5
OD03980,O1296,P004,2,15
OD03981,O1296,P027,3,0
OD03982,O1297,P014,5,10
OD03983,O1297,P031,5,0
OD03984,O1297,P018,5,0
OD03985,O1297,P047,3,0
OD03986,O1298,P041,1,5
OD03987,O1298,P033,3,0
OD03988,O1298,P040,1,0
OD03989,O1298,P001,1,10
OD03990,O1298,P007,3,10
OD03991,O1299,P004,3,10
OD03992,O1299,P050,5,20
OD03993,O1299,P022,3,15
