OrderID,CustomerID,OrderDate,PaymentMode,Region
O1242,C138,2024-03-26,Debit Card,South
O1243,C263,2023-09-19,UPI,West
O1244,C199,2023-08-24,Credit Card,South
O1245,C456,2024-04-21,Cash,South
O1246,C266,2024-03-09,Debit Card,North
O1247,C490,2023-03-11,Cash,South
O1248,C176,2023-05-04,Net Banking,South
O1249,C312,2024-03-07,Net Banking,West
O1250,C255,2024-08-14,Cash,West
O1251,C383,2023-08-05,Credit Card,West
O1252,C395,2024-03-14,Credit Card,South
O1253,C095,2024-10-01,Cash,North
O1254,C252,2024-01-01,Debit Card,South
O1255,C082,2023-05-19,Net Banking,West
O1256,C031,2024-11-02,UPI,South
O1257,C121,2024-06-08,Credit Card,South
O1258,C325,2024-11-04,Cash,South
O1259,C176,2024-07-07,Debit Card,South
O1260,C322,2024-06-21,UPI,South
O1261,C441,2024-06-12,Net Banking,South
O1262,C102,2024-01-27,Credit Card,North
O1263,C287,2023-07-24,Debit Card,West
O1264,C392,2023-04-07,Credit Card,West
O1265,C125,2023-07-17,UPI,West
O1266,C404,2023-12-16,Debit Card,South
O1267,C306,2023-09-21,Net Banking,East
O1268,C317,2023-09-07,UPI,West
O1269,C246,2024-03-20,Net Banking,East
O1270,C373,2024-11-24,Credit Card,South
O1271,C204,2024-03-10,Cash,East
O1272,C408,2024-04-16,Debit Card,West
O1273,C138,2024-09-23,Debit Card,South
O1274,C009,2024-02-26,Cash,North
O1275,C180,2023-06-26,Net Banking,North
O1276,C025,2024-02-15,Net Banking,West
O1277,C022,2024-03-13,Net Banking,South
O1278,C135,2024-11-08,UPI,North
O1279,C265,2024-06-15,Net Banking,South
O1280,C069,2023-07-03,UPI,North
O1281,C308,2024-01-06,UPI,South
O1282,C165,2024-12-27,UPI,East
O1283,C481,2023-05-22,UPI,South
O1284,C176,2024-11-27,Debit Card,South
O1285,C460,2024-06-02,UPI,North
O1286,C203,2024-12-15,Debit Card,South
O1287,C229,2024-10-13,Credit Card,North
O1288,C161,2024-01-27,Credit Card,East
O1289,C459,2023-09-23,Credit Card,East
O1290,C435,2023-04-15,Net Banking,West
O1291,C472,2024-05-26,Cash,West
O1292,C263,2024-03-02,UPI,West
O1293,C386,2024-09-10,Cash,North
O1294,C060,2023-11-25,UPI,South
O1295,C305,2023-09-22,Credit Card,South
O1296,C095,2023-07-24,Debit Card,North
O1297,C414,2024-10-15,UPI,North
O1298,C431,2024-09-22,Credit Card,South
O1299,C266,2023-09-17,Net Banking,North
O1300,C127,2024-03-20,Cash,South
O1301,C263,2024-12-28,Credit Card,West
O1302,C129,2023-07-28,UPI,North
O1303,C094,2024-10-28,Credit Card,North
O1304,C311,2023-07-15,Debit Card,East
O1305,C458,2023-11-24,Debit Card,South
O1306,C159,2024-07-10,Debit Card,South
O1307,C385,2023-03-06,Credit Card,West
O1308,C223,2023-06-20,Debit Card,South
O1309,C394,2023-12-13,Debit Card,North
O1310,C306,2023-12-26,Net Banking,East
O1311,C269,2023-12-23,UPI,North
O1312,C099,2024-06-01,Credit Card,West
O1313,C020,2023-09-04,Net Banking,West
O1314,C020,2023-04-24,Cash,West
O1315,C286,2024-06-21,UPI,West
O1316,C108,2023-12-21,Credit Card,West
O1317,C109,2024-07-24,UPI,South
O1318,C483,2023-11-26,UPI,North
O1319,C021,2024-07-28,Net Banking,West
O1320,C427,2023-01-02,Net Banking,East
O1321,C127,2024-08-10,Net Banking,South
O1322,C389,2023-10-25,UPI,South
O1323,C395,2023-08-07,Credit Card,South
O1324,C102,2023-11-04,UPI,North
O1325,C406,2023-10-10,Net Banking,South
O1326,C123,2023-06-16,Debit Card,West
O1327,C087,2023-03-20,UPI,North
O1328,C099,2024-12-15,Net Banking,West
O1329,C056,2023-01-25,UPI,South
O1330,C283,2023-05-07,Net Banking,South
O1331,C006,2023-06-13,Credit Card,South
O1332,C390,2024-06-18,Debit Card,North
O1333,C362,2024-06-12,Net Banking,North
O1334,C219,2024-08-28,Cash,North
O1335,C174,2024-04-11,Debit Card,North
O1336,C179,2024-02-12,Credit Card,South
O1337,C229,2023-03-27,UPI,North
O1338,C482,2023-06-18,Cash,West
O1339,C330,2023-09-17,UPI,South
O1340,C013,2023-07-22,Debit Card,North
O1341,C451,2024-05-05,Debit Card,South
O1342,C269,2024-05-16,Credit Card,North
O1343,C432,2023-01-04,Credit Card,West
O1344,C443,2024-06-08,Credit Card,North
O1345,C172,2023-06-26,Cash,North
O1346,C142,2023-04-15,Net Banking,West
O1347,C274,2024-09-28,Net Banking,North
O1348,C090,2023-10-01,Credit Card,South
O1349,C477,2023-04-02,Credit Card,West
O1350,C494,2024-01-02,Debit Card,West
O1351,C427,2023-12-04,UPI,East
O1352,C369,2023-07-22,UPI,East
O1353,C221,2024-08-18,Cash,West
O1354,C043,2024-01-11,Credit Card,West
O1355,C081,2023-01-18,Net Banking,South
O1356,C435,2024-07-18,Cash,West
O1357,C382,2023-04-09,UPI,South
O1358,C143,2023-03-05,Debit Card,South
O1359,C001,2023-12-09,Debit Card,West
O1360,C133,2024-05-23,UPI,West
O1361,C168,2024-04-07,Credit Card,West
O1362,C443,2024-09-17,UPI,North
O1363,C451,2023-06-08,UPI,South
O1364,C425,2023-02-27,Debit Card,North
O1365,C316,2023-08-17,Credit Card,North
O1366,C345,2023-09-04,Debit Card,East
O1367,C251,2024-11-02,UPI,North
O1368,C160,2023-07-10,Debit Card,South
O1369,C492,2024-07-03,UPI,West
O1370,C004,2024-04-01,Credit Card,West
O1371,C154,2024-04-12,Debit Card,South
O1372,C396,2023-11-05,Net Banking,North
O1373,C282,2023-12-26,Net Banking,South
O1374,C194,2024-11-17,Debit Card,North
O1375,C162,2024-06-19,Net Banking,East
O1376,C075,2023-10-03,Debit Card,North
O1377,C076,2023-12-27,Debit Card,East
O1378,C426,2024-06-01,Net Banking,East
O1379,C051,2024-02-25,Cash,East
O1380,C443,2024-03-04,Debit Card,North
O1381,C219,2023-09-23,Net Banking,North
O1382,C065,2024-03-15,Credit Card,West
O1383,C209,2024-10-21,Credit Card,West
O1384,C331,2024-09-13,Credit Card,South
O1385,C117,2024-02-03,Cash,South
O1386,C193,2023-10-03,Cash,North
O1387,C328,2023-07-10,Credit Card,West
O1388,C046,2024-02-23,Net Banking,North
O1389,C217,2024-05-15,Net Banking,North
O1390,C051,2024-10-10,Debit Card,East
O1391,C139,2024-01-18,UPI,East
O1392,C176,2024-04-10,Credit Card,South
O1393,C363,2024-04-04,Cash,East
O1394,C340,2024-02-11,Cash,West
O1395,C015,2023-07-25,UPI,North
O1396,C341,2023-07-04,Credit Card,East
O1397,C269,2023-12-21,Net Banking,North
O1398,C215,2024-11-14,Cash,West
O1399,C092,2023-05-21,UPI,West
O1400,C358,2024-08-26,Debit Card,West
O1401,C097,2023-12-22,Debit Card,North
O1402,C478,2024-02-06,Debit Card,South
O1403,C410,2024-08-02,Cash,West
O1404,C355,2023-07-27,Cash,West
O1405,C345,2023-05-15,Cash,East
O1406,C131,2024-06-10,Cash,West
O1407,C112,2023-04-15,Credit Card,South
O1408,C045,2024-07-01,UPI,North
O1409,C409,2023-10-15,UPI,East
O1410,C188,2023-03-27,Debit Card,North
O1411,C097,2024-12-04,UPI,North
O1412,C245,2024-08-11,UPI,North
O1413,C485,2023-03-03,Net Banking,North
O1414,C017,2023-02-06,Debit Card,South
O1415,C060,2024-10-09,Credit Card,South
O1416,C006,2024-12-03,Net Banking,South
O1417,C122,2024-07-10,Net Banking,East
O1418,C264,2023-02-15,Net Banking,South
O1419,C037,2023-02-15,UPI,South
O1420,C466,2024-08-09,Credit Card,South
O1421,C255,2024-11-16,Net Banking,West
O1422,C490,2024-10-13,UPI,South
O1423,C154,2023-12-23,UPI,South
O1424,C283,2023-10-07,Net Banking,South
O1425,C235,2024-02-07,UPI,South
O1426,C086,2024-02-17,UPI,South
O1427,C242,2024-04-18,Debit Card,West
O1428,C410,2023-12-10,Cash,West
O1429,C197,2024-01-14,UPI,West
O1430,C422,2023-09-11,Debit Card,West
O1431,C176,2024-06-27,Net Banking,South
O1432,C003,2024-04-07,UPI,West
O1433,C393,2024-03-16,Debit Card,North
O1434,C404,2023-11-07,Debit Card,South
O1435,C144,2024-12-23,Credit Card,South
O1436,C085,2024-11-11,UPI,South
O1437,C475,2023-07-09,UPI,North
O1438,C036,2023-12-09,UPI,West
O1439,C009,2023-06-13,Debit Card,North
O1440,C359,2024-11-08,Net Banking,South
O1441,C166,2024-06-09,Net Banking,North
O1442,C460,2024-09-07,Cash,North
O1443,C216,2023-08-20,Debit Card,North
O1444,C266,2024-10-08,UPI,North
O1445,C147,2023-12-24,Net Banking,North
O1446,C355,2023-05-27,Debit Card,West
O1447,C059,2023-01-11,UPI,West
O1448,C125,2024-02-17,UPI,West
O1449,C223,2024-11-15,UPI,South
O1450,C341,2023-12-17,UPI,East
O1451,C135,2024-12-09,Net Banking,North
O1452,C360,2023-02-10,Net Banking,South
O1453,C042,2024-05-04,Cash,North
O1454,C497,2023-04-16,Cash,North
O1455,C378,2024-09-02,UPI,East
O1456,C470,2023-08-23,Net Banking,North
O1457,C133,2023-12-23,Cash,West
O1458,C473,2023-03-27,UPI,North
O1459,C136,2023-06-27,Net Banking,South
O1460,C099,2023-12-13,Net Banking,West
O1461,C232,2024-02-17,UPI,South
O1462,C350,2024-06-15,Credit Card,South
O1463,C011,2023-08-28,UPI,North
O1464,C160,2024-01-08,Credit Card,South
O1465,C358,2023-02-28,Net Banking,West
O1466,C474,2023-08-11,Cash,North
O1467,C054,2023-03-24,Cash,North
O1468,C289,2024-11-26,UPI,West
O1469,C202,2024-12-01,Net Banking,West
O1470,C010,2023-04-07,UPI,South
O1471,C420,2024-01-09,Credit Card,South
O1472,C437,2023-08-08,Net Banking,North
O1473,C088,2024-03-21,Credit Card,North
O1474,C314,2024-07-14,Cash,North
O1475,C246,2023-08-26,Credit Card,East
O1476,C467,2023-07-18,Credit Card,North
O1477,C370,2023-02-02,Debit Card,West
O1478,C383,2023-03-06,Debit Card,West
O1479,C369,2023-04-17,Debit Card,East
O1480,C016,2023-04-23,Debit Card,North
O1481,C426,2024-11-01,Debit Card,East
O1482,C372,2024-03-23,Cash,North
O1483,C185,2023-11-17,Debit Card,South
O1484,C486,2024-03-19,Net Banking,South
O1485,C429,2024-07-16,Net Banking,East
O1486,C038,2023-11-23,Debit Card,South
O1487,C451,2024-03-25,Credit Card,South
O1488,C462,2023-11-23,UPI,West
O1489,C157,2024-08-23,Debit Card,West
O1490,C239,2024-05-17,Debit Card,South
O1491,C474,2024-08-24,Credit Card,North
O1492,C005,2024-06-18,Cash,West
O1493,C074,2023-05-21,UPI,West
O1494,C500,2024-05-13,Debit Card,South
O1495,C301,2023-08-16,Cash,West
O1496,C033,2024-06-19,Debit Card,West
O1497,C073,2023-12-14,Debit Card,North
O1498,C071,2023-11-08,Net Banking,South
O1499,C206,2023-11-22,Debit Card,West
O1500,C225,2024-12-12,Credit Card,West
O1501,C079,2023-06-14,Net Banking,North
O1502,C386,2023-04-21,Net Banking,North
O1503,C033,2024-10-15,Debit Card,West
O1504,C221,2024-09-21,Debit Card,West
O1505,C339,2024-10-01,Credit Card,North
O1506,C194,2024-12-15,Net Banking,North
O1507,C404,2023-08-17,Cash,South
O1508,C027,2024-03-27,UPI,West
O1509,C437,2024-09-28,Cash,North
O1510,C019,2024-07-03,UPI,North
O1511,C064,2024-07-22,Net Banking,North
O1512,C299,2023-09-11,Debit Card,West
O1513,C402,2024-12-02,Cash,North
O1514,C251,2023-07-09,Cash,North
O1515,C003,2024-08-28,UPI,West
O1516,C048,2024-06-10,UPI,West
O1517,C365,2024-10-19,Debit Card,West
O1518,C370,2023-06-08,UPI,West
O1519,C127,2024-07-24,Credit Card,South
O1520,C120,2024-05-13,Cash,South
O1521,C145,2023-12-28,Debit Card,South
O1522,C143,2023-11-12,Net Banking,South
O1523,C193,2024-11-25,Cash,North
O1524,C308,2023-11-15,UPI,South
O1525,C316,2023-07-02,UPI,North
O1526,C205,2024-05-01,Cash,South
O1527,C420,2023-02-05,Credit Card,South
O1528,C299,2023-03-18,UPI,West
O1529,C029,2024-04-08,UPI,East
O1530,C038,2024-09-25,Cash,South
O1531,C405,2023-09-17,UPI,North
O1532,C153,2023-01-12,Credit Card,West
O1533,C253,2023-12-11,UPI,East
O1534,C311,2024-01-02,Cash,East
O1535,C082,2024-01-25,UPI,West
O1536,C405,2023-12-09,Net Banking,North
O1537,C397,2024-09-24,Debit Card,West
O1538,C203,2024-02-16,Cash,South
O1539,C452,2023-03-02,UPI,West
O1540,C391,2024-06-10,UPI,West
O1541,C033,2023-06-11,Cash,West
O1542,C049,2023-02-19,UPI,South
O1543,C248,2023-08-02,UPI,West
O1544,C095,2024-03-24,Credit Card,North
O1545,C257,2023-11-20,Credit Card,South
O1546,C051,2023-01-08,Credit Card,East
O1547,C097,2024-11-19,Credit Card,North
O1548,C100,2024-08-09,Debit Card,West
O1549,C392,2024-03-18,UPI,West
O1550,C196,2023-04-04,Cash,East
O1551,C338,2023-01-02,Credit Card,South
O1552,C448,2023-06-02,Cash,West
O1553,C436,2024-12-02,UPI,North
O1554,C305,2024-03-10,Cash,South
O1555,C032,2024-02-07,Debit Card,North
O1556,C042,2024-01-23,Credit Card,North
O1557,C007,2024-11-13,Net Banking,North
O1558,C132,2023-01-08,Credit Card,North
O1559,C102,2024-10-04,Net Banking,North
O1560,C349,2023-05-16,Credit Card,North
O1561,C039,2023-09-16,Debit Card,West
O1562,C301,2023-05-04,Cash,West
O1563,C474,2023-10-03,Debit Card,North
O1564,C003,2024-08-02,Cash,West
O1565,C457,2024-02-14,Cash,North
O1566,C441,2023-10-01,Debit Card,South
O1567,C403,2023-05-08,Cash,West
O1568,C314,2024-05-19,Net Banking,North
O1569,C387,2024-12-12,Debit Card,North
O1570,C316,2024-11-18,UPI,North
O1571,C237,2023-09-22,Credit Card,South
O1572,C091,2024-01-23,UPI,West
O1573,C016,2024-12-22,UPI,North
O1574,C239,2024-02-16,Cash,South
O1575,C191,2024-07-15,Debit Card,West
O1576,C088,2024-10-09,Cash,North
O1577,C314,2023-05-22,Net Banking,North
O1578,C404,2024-11-25,Cash,South
O1579,C475,2024-01-04,UPI,North
O1580,C013,2024-09-19,Credit Card,North
O1581,C083,2024-10-11,Cash,South
O1582,C266,2024-05-01,Credit Card,North
O1583,C451,2023-11-06,UPI,South
O1584,C286,2023-05-06,Net Banking,West
O1585,C172,2023-04-01,Cash,North
O1586,C482,2024-06-07,Net Banking,West
O1587,C007,2023-10-25,Debit Card,North
O1588,C308,2023-01-26,UPI,South
O1589,C428,2024-03-08,Debit Card,South
O1590,C497,2023-06-13,Net Banking,North
O1591,C040,2023-07-07,Debit Card,North
O1592,C029,2024-12-06,Net Banking,East
O1593,C026,2023-03-27,Net Banking,South
O1594,C084,2023-03-09,Net Banking,East
O1595,C470,2024-05-22,Debit Card,North
O1596,C026,2024-05-08,Credit Card,South
O1597,C264,2023-06-11,Debit Card,South
O1598,C196,2023-02-26,Debit Card,East
O1599,C212,2023-11-12,Cash,North
O1600,C337,2024-12-05,Credit Card,South
O1601,C196,2023-05-14,Debit Card,East
O1602,C182,2023-09-25,Net Banking,North
O1603,C278,2024-01-03,Net Banking,South
O1604,C037,2024-03-01,Credit Card,South
O1605,C486,2023-02-24,Net Banking,South
O1606,C240,2023-01-23,Credit Card,East
O1607,C157,2024-01-22,Credit Card,West
O1608,C028,2024-06-23,Credit Card,North
O1609,C388,2023-10-19,Debit Card,South
O1610,C481,2023-11-23,Debit Card,South
O1611,C341,2023-03-09,Credit Card,East
O1612,C167,2024-07-06,Cash,North
O1613,C046,2024-04-20,Credit Card,North
O1614,C131,2024-11-09,Cash,West
O1615,C438,2024-09-13,Cash,East
O1616,C025,2023-01-24,UPI,West
O1617,C207,2023-01-02,Cash,South
O1618,C344,2023-03-26,Debit Card,North
O1619,C263,2023-02-03,Credit Card,West
O1620,C402,2023-09-04,Debit Card,North
O1621,C141,2023-05-06,Cash,South
O1622,C002,2023-07-26,Debit Card,West
O1623,C084,2024-11-01,UPI,East
O1624,C193,2024-09-04,Cash,North
O1625,C497,2023-12-20,Debit Card,North
O1626,C046,2023-06-10,Cash,North
O1627,C222,2024-05-10,Debit Card,North
O1628,C052,2023-04-10,Net Banking,South
O1629,C430,2024-06-07,Net Banking,North
O1630,C450,2024-12-21,Cash,South
O1631,C343,2023-08-05,Net Banking,South
O1632,C431,2024-05-05,Debit Card,South
O1633,C333,2023-06-13,Debit Card,East
O1634,C117,2023-06-22,Credit Card,South
O1635,C099,2024-07-05,UPI,West
O1636,C076,2024-02-21,Net Banking,East
O1637,C367,2023-12-23,Cash,North
O1638,C044,2024-02-01,Net Banking,East
O1639,C487,2024-02-09,Net Banking,West
O1640,C085,2024-09-13,Cash,South
O1641,C054,2023-12-12,Debit Card,North
O1642,C007,2024-12-06,Net Banking,North
O1643,C004,2024-12-10,Debit Card,West
O1644,C099,2023-03-28,Debit Card,West
O1645,C145,2024-11-11,Debit Card,South
O1646,C270,2024-02-19,UPI,South
O1647,C254,2023-07-26,UPI,South
O1648,C483,2023-01-11,Debit Card,North
O1649,C316,2024-02-25,UPI,North
O1650,C437,2023-01-28,Net Banking,North
O1651,C089,2023-11-06,Net Banking,North
O1652,C295,2024-10-03,Net Banking,South
O1653,C065,2023-01-09,UPI,West
O1654,C126,2023-05-10,Credit Card,South
O1655,C430,2024-04-22,UPI,North
O1656,C079,2023-08-02,Debit Card,North
O1657,C495,2024-07-08,Debit Card,South
O1658,C251,2023-02-26,UPI,North
O1659,C127,2023-12-17,Net Banking,South
O1660,C288,2023-11-02,Credit Card,North
O1661,C126,2023-02-27,Cash,South
O1662,C357,2023-09-04,Credit Card,East
O1663,C102,2024-04-28,Cash,North
O1664,C461,2024-02-05,Debit Card,North
O1665,C279,2023-03-01,Cash,East
O1666,C070,2024-04-05,Credit Card,North
O1667,C337,2024-12-14,Credit Card,South
O1668,C002,2023-08-03,Debit Card,West
O1669,C450,2023-05-19,Cash,South
O1670,C130,2024-03-11,UPI,West
O1671,C080,2024-05-26,Credit Card,West
O1672,C080,2024-03-17,Credit Card,West
O1673,C372,2023-12-07,Credit Card,North
O1674,C481,2024-02-06,Cash,South
O1675,C389,2024-09-05,Debit Card,South
O1676,C227,2023-09-19,UPI,North
O1677,C319,2023-01-17,Debit Card,South
O1678,C117,2024-06-20,Cash,South
O1679,C271,2024-10-27,Net Banking,North
O1680,C394,2024-03-21,Net Banking,North
O1681,C389,2023-02-13,Net Banking,South
O1682,C462,2024-05-03,Debit Card,West
O1683,C211,2023-10-25,Net Banking,South
O1684,C258,2023-01-14,Cash,South
O1685,C119,2023-06-16,UPI,South
O1686,C216,2024-11-10,Cash,North
O1687,C306,2023-12-28,Debit Card,East
O1688,C158,2024-02-28,Cash,West
O1689,C396,2024-07-24,Credit Card,North
O1690,C310,2024-06-11,Cash,South
O1691,C016,2024-03-19,UPI,North
O1692,C479,2023-05-05,Cash,South
O1693,C214,2024-01-05,Cash,East
O1694,C307,2023-06-18,Cash,West
O1695,C248,2024-12-24,Debit Card,West
O1696,C318,2023-03-09,Debit Card,North
O1697,C468,2024-11-25,Credit Card,North
O1698,C143,2023-06-10,Net Banking,South
O1699,C218,2024-11-08,Credit Card,North
O1700,C115,2023-12-21,Net Banking,North
O1701,C026,2024-09-02,UPI,South
O1702,C110,2023-04-08,Debit Card,South
O1703,C441,2024-08-08,Net Banking,South
O1704,C120,2023-07-05,Credit Card,South
O1705,C386,2023-07-14,UPI,North
O1706,C461,2024-06-04,UPI,North
O1707,C032,2024-09-06,Net Banking,North
O1708,C497,2023-04-03,Net Banking,North
O1709,C330,2024-11-26,Credit Card,South
O1710,C409,2023-06-21,Cash,East
O1711,C214,2024-10-10,Credit Card,East
O1712,C306,2023-03-14,Net Banking,East
O1713,C297,2023-03-09,Cash,West
O1714,C255,2024-02-27,Net Banking,West
O1715,C231,2024-03-19,Net Banking,North
O1716,C465,2023-07-21,Debit Card,West
O1717,C291,2023-04-23,Cash,South
O1718,C407,2023-10-18,Cash,South
O1719,C215,2023-10-13,Net Banking,West
O1720,C128,2024-02-12,Net Banking,West
O1721,C437,2023-03-25,Cash,North
O1722,C058,2023-07-11,Debit Card,South
O1723,C466,2023-07-20,Net Banking,South
O1724,C073,2024-04-16,Net Banking,North
O1725,C040,2024-08-22,Credit Card,North
O1726,C310,2023-07-01,Net Banking,South
O1727,C332,2024-02-05,Cash,West
O1728,C270,2024-01-11,Net Banking,South
O1729,C252,2024-03-06,Credit Card,South
O1730,C042,2023-11-28,Debit Card,North
O1731,C077,2024-11-05,Net Banking,West
O1732,C123,2023-02-27,Cash,West
O1733,C258,2023-12-25,Net Banking,South
O1734,C325,2024-03-15,Net Banking,South
O1735,C104,2024-03-18,UPI,North
O1736,C431,2024-09-23,UPI,South
O1737,C205,2023-02-02,Net Banking,South
O1738,C255,2024-10-02,Cash,West
O1739,C375,2024-08-27,Cash,North
O1740,C179,2024-01-17,Net Banking,South
O1741,C385,2023-04-27,Credit Card,West
O1742,C123,2024-03-12,Net Banking,West
O1743,C078,2024-12-16,Debit Card,South
O1744,C433,2023-07-16,Net Banking,East
O1745,C356,2023-12-13,Cash,North
O1746,C082,2024-05-22,Credit Card,West
O1747,C103,2024-11-09,Cash,North
O1748,C194,2024-06-08,Credit Card,North
O1749,C495,2023-02-10,Net Banking,South
O1750,C004,2024-11-28,UPI,West
O1751,C374,2024-02-24,Debit Card,West
O1752,C290,2024-03-03,Debit Card,South
O1753,C111,2023-07-13,Debit Card,West
O1754,C176,2023-05-09,Net Banking,South
O1755,C349,2024-07-12,Debit Card,North
O1756,C088,2024-12-04,Net Banking,North
O1757,C205,2023-10-06,Debit Card,South
O1758,C342,2024-04-25,Net Banking,South
O1759,C104,2023-08-08,Net Banking,North
O1760,C286,2024-07-05,Cash,West
O1761,C113,2024-07-03,Net Banking,West
O1762,C285,2023-04-04,Debit Card,South
O1763,C059,2023-10-11,Net Banking,West
O1764,C174,2023-12-07,Credit Card,North
O1765,C450,2024-02-22,Net Banking,South
O1766,C142,2023-06-16,Net Banking,West
O1767,C110,2023-08-19,Cash,South
O1768,C087,2023-03-09,Debit Card,North
O1769,C346,2024-09-22,Credit Card,North
O1770,C365,2024-07-03,Cash,West
O1771,C151,2023-09-22,Debit Card,North
O1772,C081,2024-12-07,Debit Card,South
O1773,C385,2024-01-17,Cash,West
O1774,C432,2024-10-17,Debit Card,West
O1775,C117,2024-03-24,Debit Card,South
O1776,C441,2023-01-13,Debit Card,South
O1777,C116,2023-08-21,UPI,North
O1778,C435,2024-03-19,Debit Card,West
O1779,C320,2023-04-24,Net Banking,East
O1780,C077,2024-05-03,UPI,West
O1781,C366,2023-12-24,UPI,South
O1782,C266,2024-02-10,UPI,North
O1783,C124,2023-05-10,UPI,West
O1784,C003,2024-10-05,Net Banking,West
O1785,C262,2023-02-23,Cash,West
O1786,C053,2023-09-24,Credit Card,South
O1787,C324,2023-01-06,Net Banking,South
O1788,C203,2024-04-27,Cash,South
O1789,C162,2024-06-01,UPI,East
O1790,C297,2023-05-16,Cash,West
O1791,C275,2024-03-17,Credit Card,North
O1792,C017,2024-10-13,Credit Card,South
O1793,C203,2023-04-25,Credit Card,South
O1794,C022,2023-02-09,Debit Card,South
O1795,C144,2023-03-06,Net Banking,South
O1796,C226,2024-05-17,UPI,East
O1797,C162,2024-10-02,Net Banking,East
O1798,C473,2023-10-25,Credit Card,North
O1799,C309,2024-06-15,Credit Card,West
O1800,C431,2024-07-22,Net Banking,South
O1801,C294,2023-11-26,Credit Card,North
O1802,C053,2023-09-16,UPI,South
O1803,C092,2023-02-16,UPI,West
O1804,C269,2024-06-18,Credit Card,North
O1805,C103,2024-12-04,Credit Card,North
O1806,C078,2023-07-09,UPI,South
O1807,C134,2023-10-18,Cash,East
O1808,C214,2023-04-12,Credit Card,East
O1809,C315,2024-09-09,Debit Card,North
O1810,C129,2023-01-19,Net Banking,North
O1811,C353,2024-03-04,Cash,South
O1812,C041,2023-02-12,Debit Card,North
O1813,C192,2023-08-19,Net Banking,North
O1814,C067,2024-09-12,Debit Card,North
O1815,C488,2024-08-21,Net Banking,North
O1816,C338,2023-07-10,UPI,South
O1817,C094,2024-03-26,Cash,North
O1818,C257,2023-03-14,Cash,South
O1819,C173,2023-04-25,Net Banking,East
O1820,C236,2023-08-05,Credit Card,West
O1821,C293,2024-03-24,UPI,North
O1822,C159,2024-05-02,Credit Card,South
O1823,C028,2023-06-01,Cash,North
O1824,C497,2023-05-10,Credit Card,North
O1825,C229,2023-07-27,UPI,North
O1826,C186,2024-08-17,Credit Card,South
O1827,C035,2024-09-08,Net Banking,West
O1828,C216,2023-01-08,Cash,North
O1829,C064,2024-07-05,Cash,North
O1830,C009,2024-07-03,Debit Card,North
O1831,C339,2024-09-15,Credit Card,North
O1832,C160,2024-01-15,Cash,South
O1833,C198,2023-06-16,Cash,West
O1834,C441,2023-09-23,UPI,South
O1835,C199,2024-03-02,Credit Card,South
O1836,C440,2023-08-09,Cash,West
O1837,C117,2024-08-25,Credit Card,South
O1838,C464,2024-09-05,Cash,North
O1839,C179,2024-03-02,Cash,South
O1840,C268,2024-05-24,Credit Card,West
O1841,C210,2024-09-02,Cash,South
O1842,C149,2024-11-25,UPI,West
O1843,C086,2023-03-26,Cash,South
O1844,C211,2024-09-07,Debit Card,South
O1845,C367,2023-06-14,Debit Card,North
O1846,C340,2024-10-22,Debit Card,West
O1847,C064,2023-02-16,Net Banking,North
O1848,C359,2024-07-16,Credit Card,South
O1849,C474,2024-04-21,Net Banking,North
O1850,C178,2024-11-22,Debit Card,South
O1851,C151,2023-01-17,Cash,North
O1852,C466,2023-12-05,Net Banking,South
O1853,C178,2023-10-05,Cash,South
O1854,C004,2023-06-27,Net Banking,West
O1855,C006,2023-11-08,Cash,South
O1856,C211,2023-03-15,Cash,South
O1857,C315,2023-12-08,UPI,North
O1858,C022,2024-03-26,UPI,South
O1859,C444,2024-11-21,Net Banking,West
O1860,C329,2023-04-14,Net Banking,North
O1861,C309,2023-07-01,Debit Card,West
O1862,C054,2023-04-23,UPI,North
O1863,C244,2024-09-04,Cash,West
O1864,C322,2024-02-08,Credit Card,South
O1865,C224,2024-07-07,Credit Card,West
O1866,C340,2024-09-23,UPI,West
O1867,C041,2023-11-25,Credit Card,North
O1868,C206,2023-05-23,Credit Card,West
O1869,C048,2023-06-03,Cash,West
O1870,C019,2023-09-21,UPI,North
O1871,C222,2023-08-15,UPI,North
O1872,C462,2023-06-10,Net Banking,West
O1873,C414,2024-12-24,Net Banking,North
O1874,C378,2023-10-08,Cash,East
O1875,C059,2023-01-03,Credit Card,West
O1876,C193,2023-11-03,UPI,North
O1877,C236,2023-01-11,Cash,West
O1878,C245,2024-10-19,Net Banking,North
O1879,C482,2024-12-21,Cash,West
O1880,C151,2024-03-21,Debit Card,North
O1881,C403,2024-05-22,Debit Card,West
O1882,C401,2023-11-14,Credit Card,West
O1883,C277,2024-11-23,Cash,South
O1884,C388,2024-08-07,Credit Card,South
O1885,C125,2023-01-23,Cash,West
O1886,C338,2023-09-06,UPI,South
O1887,C142,2023-09-15,Debit Card,West
O1888,C336,2023-06-21,Net Banking,North
O1889,C103,2023-09-07,UPI,North
O1890,C432,2023-01-07,UPI,West
O1891,C420,2024-09-08,Credit Card,South
O1892,C400,2023-04-03,UPI,East
O1893,C181,2023-08-14,Cash,West
O1894,C178,2023-10-23,Net Banking,South
O1895,C256,2024-06-18,Net Banking,West
O1896,C352,2024-07-10,UPI,West
O1897,C086,2024-09-24,UPI,South
O1898,C255,2024-09-14,Net Banking,West
O1899,C332,2023-12-05,Debit Card,West
O1900,C250,2023-08-11,UPI,South
